date,sta,q,q7,q30,water_year,qualifier,contrib_drain_area_va
2002-10-01,che_buf,1.22802626572057,1.21514210062282,1.29534012901331,2003,est,
2002-10-02,che_buf,1.25478568553897,1.22298991233071,1.30462805462224,2003,est,
2002-10-03,che_buf,1.21754903256416,1.22398100195361,1.31494010617483,2003,est,
2002-10-04,che_buf,1.23623815116749,1.22855215001027,1.32342100166225,2003,est,
2002-10-05,che_buf,1.22901735534348,1.22923984485066,1.33364338320134,2003,est,
2002-10-06,che_buf,1.22349557030158,1.23033206606773,1.34490876858168,2003,est,
2002-10-07,che_buf,1.17634802109773,1.22363715453342,1.35440907053837,2003,est,
2002-10-08,che_buf,1.16643712486869,1.2148387058403,1.35753808206211,2003,est,
2002-10-09,che_buf,1.1909311969776,1.20571663604582,1.33537543030422,2003,est,
2002-10-10,che_buf,1.20296585668429,1.20363332520583,1.32259509364316,2003,est,
2002-10-11,che_buf,1.17323316799718,1.19463261332436,1.32208539040852,2003,est,
2002-10-12,che_buf,1.19291337622341,1.1894749020215,1.30935696796581,2003,est,
2002-10-13,che_buf,1.22250448067868,1.18933331778966,1.2649703112829,2003,est,
2002-10-14,che_buf,1.22462824415633,1.19623049251231,1.2530441994873,2003,est,
2002-10-15,che_buf,1.2444500366144,1.20737519419027,1.25154340662975,2003,est,
2002-10-16,che_buf,1.25988271788533,1.2172254114628,1.25196343985089,2003,est,
2002-10-17,che_buf,1.26540450292722,1.22614521806893,1.24721092913535,2003,est,
2002-10-18,che_buf,1.27050153527358,1.24004069910842,1.24475208297567,2003,est,
2002-10-19,che_buf,1.26993519834621,1.25104381655454,1.23361884287838,2003,est,
2002-10-20,che_buf,1.27149262489649,1.25804212287137,1.23140068991283,2003,est,
2002-10-21,che_buf,1.26894410872331,1.26437296066665,1.23201422158416,2003,est,
2002-10-22,che_buf,1.27616490454732,1.26890365608564,1.22890880743239,2003,est,
2002-10-23,che_buf,1.30320749282941,1.27509290964908,1.22949402225735,2003,est,
2002-10-24,che_buf,1.31736591601375,1.28251596866144,1.23214636686721,2003,est,
2002-10-25,che_buf,1.32727681224278,1.29062672251418,1.23639389382251,2003,est,
2002-10-26,che_buf,1.3194896794914,1.29770593410635,1.2400231696321,2003,est,
2002-10-27,che_buf,1.31566690523163,1.3040165455828,1.24373739598079,2003,est,
2002-10-28,che_buf,1.3289758230249,1.31259250476874,1.24722980703293,2003,est,
2002-10-29,che_buf,1.31878175833218,1.31868062673801,1.25066086491793,2003,est,
2002-10-30,che_buf,1.23241537690772,1.30856746732062,1.25096763075359,2003,est,
2002-10-31,che_buf,1.09083114506433,1.27620535718499,1.24639446006505,2003,est,
2002-11-01,che_buf,1.09083114506433,1.24242740473092,1.2409293087159,2003,est,
2002-11-02,che_buf,1.16176484521786,1.21989528554899,1.23906983580435,2003,est,
2002-11-03,che_buf,1.19291337622341,1.20235906711924,1.23762567663955,2003,est,
2002-11-04,che_buf,1.2049480359301,1.18464081181999,1.23682336599244,2003,est,
2002-11-05,che_buf,1.17733911072064,1.16443471930405,1.23528481733974,2003,est,
2002-11-06,che_buf,1.1534113755391,1.15314843339425,1.23452026248779,2003,est,
2002-11-07,che_buf,1.15935791327652,1.16293797171028,1.23428428876805,2003,est,
2002-11-08,che_buf,1.1299083930531,1.16852043570868,1.2322501953039,2003,est,
2002-11-09,che_buf,1.1321737407626,1.16429313507221,1.22989045810651,2003,est,
2002-11-10,che_buf,1.13882819965924,1.15656668127733,1.22874362582857,2003,est,
2002-11-11,che_buf,1.13896978389108,1.14714121670033,1.22694550608416,2003,est,
2002-11-12,che_buf,1.1246697764749,1.13961702609379,1.22368434927737,2003,est,
2002-11-13,che_buf,1.11178561137715,1.13367048835637,1.21992292818473,2003,est,
2002-11-14,che_buf,1.11221036407268,1.12693512418439,1.21551493910001,2003,est,
2002-11-15,che_buf,1.11036976905872,1.12414389218519,1.21053117413912,2003,est,
2002-11-16,che_buf,1.09196381891907,1.11839961763612,1.20474981800551,2003,est,
2002-11-17,che_buf,1.26172331289929,1.1359560623847,1.20445721059304,2003,est,
2002-11-18,che_buf,1.15496880208938,1.13824163641303,1.20062499738448,2003,est,
2002-11-19,che_buf,1.1139093748548,1.13670443618158,1.19537222238309,2003,est,
2002-11-20,che_buf,1.09295490854198,1.13401433577656,1.18950591571038,2003,est,
2002-11-21,che_buf,1.08884896581852,1.13067699316882,1.18326205108608,2003,est,
2002-11-22,che_buf,1.13996087351398,1.13490429380529,1.1778204971089,2003,est,
2002-11-23,che_buf,1.09791035665649,1.13575379919635,1.17050531179699,2003,est,
2002-11-24,che_buf,1.07384103724312,1.10891347410261,1.16205745263034,2003,est,
2002-11-25,che_buf,1.04410834855601,1.09307626645499,1.1528780749325,2003,est,
2002-11-26,che_buf,0.995969709729256,1.07622774286563,1.14222150174908,2003,est,
2002-11-27,che_buf,0.965812268346617,1.058064508552,1.13011604992647,2003,est,
2002-11-28,che_buf,1.04283409046942,1.0514909549307,1.12091779433105,2003,est,
2002-11-29,che_buf,1.22335398606974,1.06340425672438,1.12061574796978,2003,est,
2002-11-30,che_buf,1.19078961274576,1.07667272187999,1.12394769689249,2003,est,
2002-12-01,che_buf,1.23029161343006,1.09902280419241,1.12859637917135,2003,est,
2002-12-02,che_buf,1.2349638930809,1.12628788198168,1.13103634743345,2003,est,
2002-12-03,che_buf,1.29612828123724,1.16916767791139,1.13447684426725,2003,est,
2002-12-04,che_buf,1.17875495303907,1.19958806143888,1.13360374150421,2003,est,
2002-12-05,che_buf,1.07808856419842,1.20462441482874,1.13029538995347,2003,est,
2002-12-06,che_buf,0.749613146321765,1.1369471520076,1.11683544897956,2003,est,
2002-12-07,che_buf,0.956326124813109,1.10345236801722,1.11006772269745,2003,est,
2002-12-08,che_buf,1.09550342471516,1.08419691248652,1.10892089041952,2003,est,
2002-12-09,che_buf,1.2477064739468,1.08601728118165,1.11277198152566,2003,est,
2002-12-10,che_buf,1.30703026708918,1.08757470773193,1.11837871710665,2003,est,
2002-12-11,che_buf,1.30434016668416,1.10551545253837,1.12389106319976,2003,est,
2002-12-12,che_buf,1.34610751507795,1.14380387409259,1.13127232115319,2003,est,
2002-12-13,che_buf,1.38079565187958,1.23397280345799,1.14023932250327,2003,est,
2002-12-14,che_buf,1.45342836281524,1.30498740888687,1.15161325579469,2003,est,
2002-12-15,che_buf,1.81701667018906,1.40806072966885,1.17516815249904,2003,est,
2002-12-16,che_buf,1.25832529133505,1.40957770358146,1.18071353491291,2003,est,
2002-12-17,che_buf,1.26540450292722,1.40363116584404,1.18083624124717,2003,est,
2002-12-18,che_buf,1.24600746316468,1.39529792248411,1.18387086328301,2003,est,
2002-12-19,che_buf,1.22278764914236,1.37768079877903,1.18750013909259,2003,est,
2002-12-20,che_buf,1.19659456625134,1.35136635797499,1.19095479434958,2003,est,
