date,sta,q,q7,q30,water_year,qualifier,contrib_drain_area_va
2015-10-01,lcr_abv,0.880653922065866,0.879844869312475,0.89018726034332,2016,est,
2015-10-02,lcr_abv,0.914634137708278,0.886317291339601,0.890847986758589,2016,est,
2015-10-03,lcr_abv,0.911802453071411,0.891171607859946,0.891319934198068,2016,est,
2015-10-04,lcr_abv,0.880653922065866,0.893598766120118,0.890942376246485,2016,est,
2015-10-05,lcr_abv,0.883485606702734,0.88995802872986,0.890470428807007,2016,est,
2015-10-06,lcr_abv,0.883485606702734,0.890362555106555,0.889904091879634,2016,est,
2015-10-07,lcr_abv,0.87499055279213,0.88995802872986,0.888677028536991,2016,est,
2015-10-08,lcr_abv,0.877822237428998,0.889553502353164,0.88763874417014,2016,est,
2015-10-09,lcr_abv,0.872158868155263,0.883485606702734,0.886789238779079,2016,est,
2015-10-10,lcr_abv,0.87499055279213,0.878226763805693,0.886222901851706,2016,est,
2015-10-11,lcr_abv,0.880653922065866,0.878226763805693,0.886317291339601,2016,est,
2015-10-12,lcr_abv,0.869327183518395,0.876204131922216,0.886034122875915,2016,est,
2015-10-13,lcr_abv,0.872158868155263,0.874586026415435,0.885373396460645,2016,est,
2015-10-14,lcr_abv,0.858000444970924,0.872158868155263,0.884335112093794,2016,est,
2015-10-15,lcr_abv,0.849505391060321,0.868113604388309,0.883013659263256,2016,est,
2015-10-16,lcr_abv,0.860832129607792,0.866495498881527,0.8820697643843,2016,est,
2015-10-17,lcr_abv,0.855168760334056,0.863663814244659,0.880748311553761,2016,est,
2015-10-18,lcr_abv,0.858000444970924,0.860427603231096,0.879143690259536,2016,est,
2015-10-19,lcr_abv,0.855168760334056,0.858404971347619,0.877444679477416,2016,est,
2015-10-20,lcr_abv,0.849505391060321,0.855168760334056,0.875556889719504,2016,est,
2015-10-21,lcr_abv,0.849505391060321,0.85395518120397,0.87414104740107,2016,est,
2015-10-22,lcr_abv,0.87499055279213,0.857595918594229,0.874046657913174,2016,est,
2015-10-23,lcr_abv,0.863663814244659,0.858000444970924,0.873574710473696,2016,est,
2015-10-24,lcr_abv,0.849505391060321,0.857191392217533,0.87263081559474,2016,est,
