date,sta,q,q7,q30,water_year,qualifier,contrib_drain_area_va
2002-10-01,bev_abf,2.00585315217793,2.51211791261222,2.30931535576226,2003,est,
2002-10-01,wcc_ogl,0.0918672659290841,0.114945495719556,0.085934886614846,2003,est,
2002-10-01,whi_slm,0.247232216203687,0.948134842784956,2.08161168238979,2003,est,
2002-10-01,wkc_wok,1.54539189057057,1.90562262901781,2.1522455056233,2003,est,
2002-10-02,bev_abf,2.1800017573453,2.35495941526606,2.34414507679573,2003,est,
2002-10-02,wcc_ogl,0.111405889923471,0.113853274502479,0.088827924418846,2003,est,
2002-10-02,whi_slm,0.217357943284733,0.756753413970368,2.06701906756113,2003,est,
2002-10-02,wkc_wok,1.53052554622701,1.71822578501367,2.1414851040032,2003,est,
2002-10-03,bev_abf,2.22530871153518,2.30014609122383,2.37911638206105,2003,est,
2002-10-03,wcc_ogl,0.113954406096652,0.112902637517244,0.0919946917377433,2003,est,
2002-10-03,whi_slm,0.191448028857393,0.590068320453029,2.05250668379719,2003,est,
2002-10-03,wkc_wok,1.57795626389455,1.6415680366299,2.13348559490405,2003,est,
2002-10-04,bev_abf,2.37821968192604,2.30540493412087,2.42456492048278,2003,est,
2002-10-04,wcc_ogl,0.116502922269833,0.112134037401523,0.0954446275203271,2003,est,
2002-10-04,whi_slm,0.174741089499873,0.480360767093241,2.03790934949413,2003,est,
2002-10-04,wkc_wok,1.61406024301461,1.61274553229035,2.1285537441615,2003,est,
2002-10-05,bev_abf,2.19132849589277,2.21802723675467,2.47260916982163,2003,est,
2002-10-05,wcc_ogl,0.132785108931823,0.113812821864809,0.0993948275887571,2003,est,
2002-10-05,whi_slm,0.170351978312728,0.370005971530738,2.0241096063638,2003,est,
2002-10-05,wkc_wok,1.62680282388051,1.60071087258366,2.1247545672737,2003,est,
2002-10-06,bev_abf,2.16584333416096,2.18667644256077,2.50418245352271,2003,est,
2002-10-06,wcc_ogl,0.116644506501677,0.113023995430253,0.102415291201417,2003,est,
2002-10-06,whi_slm,0.183236143410476,0.277450336542833,2.01121128284286,2003,est,
2002-10-06,wkc_wok,1.63317411431347,1.59585655606332,2.12211166161263,2003,est,
2002-10-07,bev_abf,1.85718970874238,2.14339212025437,2.52504253034763,2003,est,
2002-10-07,wcc_ogl,0.11636133803799,0.114217348241505,0.10566700905942,2003,est,
